name,sys_utterance,user_utterance,UI3average,UI3average_diff,
1902M3001_063, なるほど。,＊,4,-1.2,
1902M3001_064, ありがとうございました・・,＊,4.2,0.2,
1902M3001_066, 学生時代、一番楽しかった学年はありますか？,そうですね大変だと学部の2年生なんですか,5.2,1,
1902M3001_067, その時、どんなことをしたのですか？,あのクラスのみんなと旅行に行ったりとかとまさとのみんなと遊んだりして2年目で一番その大学が慣れてきてるしまだ就活おかしいのことも考えなくなるのでヤブ一番楽しかった,6.2,1,
1902M3001_068, 今までの体験の中で、そのほか、楽しかったことはありますか？,サークルの合宿ですかで合宿は大変ですけれど楽しかった,5.8,-0.4,
1902M3001_069, 具体的にはどういったものですか？,陶芸用サークルに入ったんですけどなんか曲なんでも夜遅くまでみんなで練習したりとかあとお酒飲んだり喋ったりとかしてってマクドナルド見れないような一面を見ることができたできたので楽しかった,6.4,0.600000000000001,
1902M3001_070, それは楽しい時間でしたね！,＊,4,-2.4,
1902M4001_011, 甘いものと、からいものどちらがお好きですか？,甘いものの方が好きですね,5.4,1,
1902M4001_012, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,チョコレートは好きですね春,6,0.6,
1902M4001_013, 普段はどこでスイーツを買いますか？,大体普通にスーパーとかスイーツの専門店とかそういったとこで買うことが多いです,5.6,-0.4,
1902M4001_014, その中でもおすすめのスイーツはありますか？,だいたい普通にチョコレートケーキみたいなものですからそういったものがおすすめてるかよく食べることが多いんではい,5,-0.6,
1902M4001_015, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,デパートの地下でしたらたくさん種類が多いので利用することもあります,5,0,
1902M4001_017, なるほど、そうなんですね。,＊,3.8,-1.2,
1902M4001_020, 休日は家で過ごすほうが多いですか？外出することが多いですか？,また痛い加湿することが多いです,5,0.8,
1902M4001_021, そとで過ごすときはスポーツをしたりしますか・・,主に見る方が多いですね,5.6,0.6,
1902M4001_022, なにかおすすめのスポーツ観戦はありますか？,スポーツ観戦でしたらあのサッカーとかでしたらあの年間2人で試合する多いので何で見るあの時間帯も90分ぐらいで見れることが多いのか効率よく見れるので,6.2,0.600000000000001,
1902M4001_023, なるほど、面白そうですね！,ございます,5,-1.2,
1902M4001_025, なるほど、面白そうですね，機会があればわたしも見てみたいです！,ありがとうございます,5.4,-1.2,
1902M4001_026, 2024年にはオリンピックがパリで開催されるようですね。ご存じですか？,楽しみですね,6.2,0.8,
1902M4001_027, 1924年以来100年ぶりのパリでのオリンピック開催らしいです。,入ってみたいです,4.6,-1.6,
1902M4001_028, パリで開催されるオリンピックを、見にいく予定はありますか？,チケットさえ手に入れば行ってみたいですでもこういう機会はなかなかないので,5,0.4,
1902M4001_029, なるほど、そうなんですね。,＊,3.6,-1.4,
1902M4001_030, オリンピックは今までに見たことはありますか？,もう1度開催されるのでいつもテレビで放送される時は見ます,5.4,1.8,
1902M4001_031, なるほど、そうなんですね。,＊,3.8,-1.6,
1902M4001_032, いいですね。テレビ観戦も楽しそうですね！,＊,3.2,-0.6,
1902M4001_035, 最近見た映画はありますか？,イオンの映画とかを見たりテレビとか見たりそういったことが多いです,5.4,1.4,
1902M4001_036, 邦画が好きなんですか，おすすめの邦画ってありますか？,最近見た映画はそうですねま先日見たカメラを止める留めるだけですあれは非常に面白かったですねあれを見てよかったです,6.2,0.8,
1902M4001_037, もう少し詳しく教えてください。,情報が出たら今お伝えした映画とあと最近上映開始した愛の歌っていう映画は邦画なんですけども非常に音楽と合わせていないようなので一度お時間あれば見ていただけたらいいかなと考えてますね,6.6,0.4,
1902M4001_039, では，もう一度見たい映画はありますか？,＊,3.6,-2.4,
1902M4001_040, 具体的に教えてもらっていいですか？,もう一度見たい映画というのはたくさんあるんですけれど例えば昔みたいなスピードだとかあいうえおのようがんの古い名作って何か意味があるので見てみたいと思います,6,2.4,
1902M4001_041, なるほど、そうなんですね。,歯の磨耗も普通にそのバスが暴走する映画なんですけれどもそれを暴走する過程でどうやってみて怒り爆発と放送してとかっていう映画なんですけどもなくちょっとを手に汗握る展開なので都合の大画面で見る迫力って脱獄おすすめですけどね,6.4,0.4,
1902M4001_042, そうですね・・ぜひ参考にさせていただきます。,＊,3.8,-2.6,
1902M4001_043, それでは少し「学校」について話しましょう！,＊,5,1.2,
1902M4001_045, 学生時代、たいへんだった体験はありますか？,学生時代はその野球をしていたので野球部の活動で実際の予選とか出て勝利した時とか降った時はすごく良かったなと今でも思い出として残っています,6,2.2,
1902M4001_046, その時、どんなことをしたのですか？,前髪大変だったっていう名の兼業農家する上であろう研究の成果は何ゼミとして発表する時にどうしてもその研究に金属家庭でうまくいかない時とかまとまらないとかそういう時が非常に大変だったのは今でも思い出します,6.2,0.2,
1902M4001_047, なるほど、そうなんですね。,緊急前にたくさんのチームがいたので他のチームの人間だとか他の同級生とかそういったことに色々相談しながら一つの家庭を作り上げていくってことまた付き合いながら進めていきました,6.2,0,
1902M4001_048, 今までの体験の中で、そのほか、楽しかったことはありますか？,＊,3.8,-2.4,
1902M4001_049, ほかには、ありますか？,あのやはりの木大学画像大阪弁じゃないところ違うところに行ってたってそうよねんか全然違う地域でそこの地域とふれあいながら四年か全然違うところに充実したと思います,6.2,2.4,
1902M4001_050, 学生時代、一番楽しかった学年はありますか？,他にはやはりこの初めてその本格的に1人暮らしをしてアルバイトと学業両立しながらと四年間過ごすことをできたのでいろんな社会経験を体験することもできたのでそれでもいいならねえかなと考えてます,6.2,0,
1902M4001_051, それは面白い体験ですね！,親の反対に1回生の時ですねやはり初めて実家を離れて違うところで生活する上で全然違う地域の人とは同級生とかといろいろ交流することなくなったとかって違うところの方と仲良くなって友達になることもできたのであの一番その刺激的で楽しかったのに変えても良いですね,6,-0.2,
1902M4001_052, そうですか、貴重な体験談をありがとうございました・・,あれございます,5.2,-0.8,
1902M4001_055, 旅行はどこに行ったことがありますか？,はい行きました,4.8,0.6,
1902M4001_056, 今までいった「旅行」で特におすすめの場所はありますか？,あのー今まででしたら北海道が一番多いですねほぼ毎年行ってます,5.8,1,
1902M4001_057, なるほど、そうなんですね。,やはりあの北海道の冬の北海道ですね寒いんですけれどやはりその雪景色とかそういった日本離れした風景が見れるって言った非常にその一度見てみるとその魅力と神様に取り憑かれて毎日行くぐらいの大自然を体験することがことができるのでそういった点では冬の北海道売ってたおすすめですね,6.6,0.8,
1902M4001_058, その旅先で何かハプニングはありましたか!,＊,4,-2.6,
1902M4001_059, 本当ですか！,空はやはりその時とかそういったこと見舞われた時どうしてもあの私レンタカー借りてたんですけどもレンタカー自体がその道路が凍結してストップしてしまってちょっと動きが取れなくてちょっと非常に危ないような目にもあったんでおいた時は非常にそうなんの手前まで行ってたんでそういう体験をがありましたねそれはひどい今も記憶に残って,6.2,2.2,
1902M4001_060, すごいですね。,＊,4.6,-1.6,
1902M4001_061, その旅先で何が一番楽しかったですか？,＊,4,-0.6,
1902M4001_062, その旅先で美味しい食べ物はたべましたか・・,向こうの方は北海道の方と現地の人と毎年行くことによってその交流を深めることができたのでやはりその美味しいものとかというものを勧めしていただいたりとかそういう施設とかそういったことを案内していただいたりとかそういう交流深めることができたのが楽しかったですね,6.2,2.2,
1902M4001_063, 具体的には教えてもらえますか？,食べました美味しかった特に蟹とかそういったので非常に元気に行こうとして欲しかったです,6.4,0.2,
1902M4001_064, それは、美味しそうですね。,あの鐘をね直接そうなのお味噌の中に入れてそれを茹でたもので直接振る舞ってくれるんだけどそれがです僕が温まって美味しい店を読む声で魂への回答がかかるのかを混ぜてそれをお鍋にして食べちゃダメとかの日ですね,6.8,0.4,
1902M4001_065, ほかには何か面白いことはありましたか？,＊,4.8,-2,
1902M4001_066, なるほど、それは素晴らしい経験ですね。,北海道の犬ぞりとかっていうの現地で直接見ることができては軽い症状のおよそメニューというのを実際見てみてこれはすごいなと思いました,6.2,1.4,
1902M4001_067, そうですか、貴重な体験談をありがとうございました。,＊,5.4,-0.8,
1902M4002_006, なるほど、そうなんですね。,＊,3.6,-1,
1902M4002_010, 甘いものと、からいものどちらがお好きですか？,ドラえもん動画,5,0.8,
1902M4002_011, からい食べものとはどんな食べものが好きですか？,ポテトチップスの小倉とか金とかポイント,5.4,0.4,
1902M4002_012, 具体的に教えてもらっていいですか？,ツムフィーバー,4,-1.4,
1902M4002_013, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,＊,4.8,0.8,
1902M4002_014, それは「最近」食べられたんですか？,5歳食べますか,4,-0.8,
1902M4002_015, どこで食べられたんですか・・,＊,5,1,
1902M4002_016, なるほど、そうなんですね。,＊,4.2,-0.8,
1902M4002_019, 休日は家で過ごすほうが多いですか？外出することが多いですか？,膀胱が多いです,5,1,
1902M4002_020, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,＊,4.8,-0.2,
1902M4002_022, ゲームはよくする方なんですか？,＊,5.4,1.2,
1902M4002_023, 最近ハマっているゲームはありますか？,そこまで悪くはないですね,4,-1.4,
1902M4002_024, 具体的に教えてもらっていいですか？,スマートフォンでやるときやるようなアプリなんでそんなにはまったりって感じじゃなくても歴史上のルーチンみたいに行って,4,0,
1902M4002_025, 好きなゲームやおすすめのゲームってありますか？,＊,3.4,-0.6,
1902M4002_026, いつもはどんなジャンルのゲームをするんですか？,RP ロールプレイング用品はキャンセルするような,5.2,1.8,
1902M4002_027, それはなんていう作品なんですか？,題名はわからないです,3.2,-2,
1902M4002_028, そのゲームのどんなところが好きなんですか？,体が強くなってね,4.8,1.6,
1902M4002_029, 子供から大人まで最近はスイッチというゲーム機でゲームをするのが流行っているみたいですね。,＊,4.8,0,
1902M4002_030, 代表的なものにスプラトゥーンやカービィ、マリオのゲームなどありますが、遊んだことはありますか？,そんなことないんですよ,3.2,-1.6,
1902M4002_031, なるほど、そうなんですね。,＊,4,0.8,
1902M4002_032, 私の知りあいはマリオテニスを試してみたそうです！あんがい体も動かせて楽しかったと言っていました。よろしければ、今度ためしてみてください！,,機会があれば是非,4.4,0.4
1902M4002_034, 最近見た映画はありますか？,銅メダル9,2.8,-1.4,
1902M4002_035, おすすめの映画ってありますか？,上野はどんな反応しないですけどゾンビが来たのでどうでもいいですね,5.6,2.8,
1902M4002_036, それのどういったところが好きなんですか？,DMM 世界のパニックで人間の妹か弟かというドラマが面白いよね,5.8,0.2,
1902M4002_037, なるほど、そうなんですね。,＊,4,-1.8,
1902M4002_038, では，もう一度見たい映画はありますか？,そうですね,5,1,
1902M4002_039, なるほど、そうなんですね。,＊,4,-1,
1902M4002_040, 「映画館」か「テレビ」かどちらでよく映画をみますか？,テレビで見る映画館は,4.8,0.8,
1902M4002_041, 私の知りあいは、本当は映画館でみたいそうですが、いつもテレビの放送ですませてしまうと言っていました・・,＊,5.6,0.8,
1902M4002_042, はい、そうです。,＊,4.2,-1.4,
1902M4002_045, 最近スポーツはしましたか？,アーセナル,3.4,-0.8,
1902M4002_046, スポーツはするほうが好きですか？それとも見るほうが好きですか？,する方が,5,1.6,
1902M4002_047, 健康のため、とか、リフレッシュするため、とかですか？,＊,5,0,
1902M4002_048, 健康のために、気をつけていることはありますか？,迷ってしまったので,5,0,
1902M4002_049, なるほど。,＊,4,-1,
1902M4002_050, そうなんですね。,＊,3.8,-0.2,
1902M4002_051, 2024年にはオリンピックがパリで開催されるようですね。ご存じですか？,＊,4.8,1,
1902M4002_052, 1924年以来100年ぶりのパリでのオリンピック開催らしいです。,＊,5,0.2,
1902M4002_053, オリンピックは今までに見たことはありますか？,テレビ電話する,5.2,0.2,
1902M4002_054, パリで開催されるオリンピックを、見にいく予定はありますか？,＊,3.8,-1.4,
1902M4002_055, なるほど。,＊,3.8,0,
1902M4002_056, いいですね。テレビ観戦も楽しそうですね！,＊,5,1.2,
1902M4002_057, ありがとうございました・・,＊,4,-1,
1902M4002_059, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,Twitter は行く予定,5.4,1.4,
1902M4002_060, 「エスエヌエス」を利用して、何か面白かったことはありますか・・,土の中に面白いネタがたまりません今日めっちゃですのですぐに気がします,5.4,0,
1902M4002_061, なるほど、そういうふうに利用されているのですね。,＊,4.6,-0.800000000000001,
1902M4002_062, おすすめの便利なきのうとかはありますか？,入門アプリで自分の位置情報を抽出してみるのがあるんでそれを使う方法今日は来なくていいです,5.6,1,
1902M4002_063, なるほど、そういうふうに利用されているのですね。,＊,4.4,-1.2,
1902M4002_064, 「エスエヌエス」を利用していてハプニングにあったことはありますか？,今は変な声が入ってるのは何度かありました,3.8,-0.600000000000001,
1902M4002_065, そうなんですか．,＊,3.2,-0.6,
1902M4002_067, ほかにたいへんだったことはありますか・・,＊,3.6,0.2,
1902M4002_070, 学生時代で、楽しかったエピソードを教えてください・・,車は友達と飲みに行って騒いだりとかね,4.8,0.8,
1902M4002_071, 学生時代、一番楽しかった学年はありますか？,＊,5,0.2,
1902M4002_072, なるほど、そうなんですね。,＊,4.2,-0.8,
1902M4002_073, その時、どんなことをしたのですか？,卒業研究をしたんですけどそれは自分のペースでできるのでどうも学校にも行かずに友達と遊びに行ったりとか,5.4,1.2,
1902M4002_074, そうなんですね。,＊,4.4,-1,
1902M4002_075, 今までの体験の中で、そのほか、楽しかったことはありますか？,どうやってたのだそうですそこで常連さん達とつるんで遊んだ言っても,5.4,1,
1902M4002_076, そうなんですね。,＊,4,-1.4,
1902M4002_077, それは楽しい時間でしたね！,＊,4.4,0.4,
1902M4002_079, さいきん旅行には行きましたか？,最近は行ってないんです,3.4,-0.8,
1902M4002_080, 旅行はどこに行ったことがありますか？,広島に行ったのがすごい印象に残ってます,5.2,1.8,
1902M4002_081, その旅先で何が一番楽しかったですか？,＊,5.6,0.4,
1902M4002_082, 具体的には教えてもらえますか？,暇なので車は島に着いてから帰るんですけど半日ほど練習できて自然がは凄いで,6.4,0.800000000000001,
1902M4002_083, 本当ですか！,＊,5,-1.4,
1902M4002_084, その旅先で美味しい食べ物はたべましたか・・,あまり僕自身が興味ないので興味のない,3.2,-1.8,
1902M4002_085, なるほど。,＊,3.4,0.2,
1902M4002_086, ありがとうございました・・,＊,4,0.6,
1902M4003_009, 甘いものと、からいものどちらがお好きですか？,女の好きですが最近はあまりにもよく食べます,5,1,
1902M4003_010, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,これ結構食べた,5,0,
1902M4003_011, 普段はどこでスイーツを買いますか？,近所のスーパーで俺の顔あります,5.2,0.2,
1902M4003_012, その中でもおすすめのスイーツはありますか？,特にないです普通のクッキーとは,4.4,-0.8,
1902M4003_013, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,＊,3.8,-0.600000000000001,
1902M4003_014, 最近はまっている食べ物はありますか・・,＊,3.2,-0.6,
1902M4003_015, なるほど、そうなんですね。,＊,3.8,0.6,
1902M4003_016, からい食べものとはどんな食べものが好きですか？,キムチうどんを食べました,5,1.2,
1902M4003_017, そうですか、とても美味しそうですね・・,＊,5.6,0.6,
1902M4003_018, そのほかにおすすめのものはありますか？,＊,3.2,-2.4,
1902M4003_019, なるほど。,＊,4,0.8,
1902M4003_020, ありがとうございます。,ありがとうございます,4,0,
1902M4003_023, 休日は家で過ごすほうが多いですか？外出することが多いですか？,＊,4.8,0.8,
1902M4003_024, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,家では漫画を読んだりスマホで動画を見たりしてます,4.8,0,
1902M4003_026, おすすめの漫画ってありますか？,はじめの一歩バラモン格闘関係の曲がります,5.2,1.2,
1902M4003_027, それは一体どういった内容なんですか？,ヴォクシー,4.4,-0.8,
1902M4003_027, それは一体どういった内容なんですか？,ヴォクシー,4.4,0,
1902M4003_028, もう少し詳しく教えていただいていいですか。,まあその人の成長する成長漫画,4.6,0.199999999999999,
1902M4003_029, どういったところが好きなんですか？,＊,5.2,0.600000000000001,
1902M4003_030, なるほど、そうなんですね。,＊,4.2,-1,
1902M4003_034, 携帯ゲームかテレビゲームならどちらをしますか？,＊,4.8,0.8,
1902M4003_035, 最近ハマっているゲームはありますか？,＊,3.2,-1.6,
1902M4003_036, なるほど、そうなんですね。,＊,4,0.8,
1902M4003_037, 子供から大人まで最近はスイッチというゲーム機でゲームをするのが流行っているみたいですね。,子供から大人まで最近祭りという経歴でゲームをするので流行っているみたいですね,3.8,-0.2,
1902M4003_039, 代表的なものにスプラトゥーンやカービィ、マリオのゲームなどありますが、遊んだことはありますか？,＊,4.8,1,
1902M4003_040, 私の知りあいはマリオテニスを試してみたそうです！あんがい体も動かせて楽しかったと言っていました。よろしければ、今度ためしてみてください！,,＊,4.4,-0.4
1902M4003_042, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,溶岩ヨガの投稿ができます,4.8,0.8,
1902M4003_043, 洋楽が好きなんですか。おすすめの歌手やきょくってありますか？,リトルリチャードが好き,5.2,0.4,
1902M4003_044, その歌手のどういうところが好きなんですか？,曲が好きです,4,-1.2,
1902M4003_045, なるほど、そうなんですね。,＊,4,0,
1902M4003_046, カラオケは好きですか？,＊,4.4,0.4,
1902M4003_049, おすすめの歌手やきょくってありますか？,ワンダーガールズ,4.4,-0.6,
1902M4003_050, コンサートとかには行きますか？,おまけで2回だけ行ったことがあります,5.2,0.8,
1902M4003_051, なまで演奏をきくと、迫力があって、感動するみたいですね！,＊,4.6,-0.600000000000001,
1902M4003_052, わたしも実際に、演奏をきいてみたいものです。,＊,3.6,-1,
1902M4003_053, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,あまり使わない,3.2,-0.4,
1902M4003_054, 具体的になんのために利用していますか？,あまり使い方わからない使った経験はないです,2.2,-1,
1902M4003_055, ショッピングで「アマゾン」などはよく利用しますか？,たまに使います,4.4,2.2,
1902M4003_056, 使い心地はどうですか？,幅広く商品を選んで,4.8,0.4,
1902M4003_057, 具体的にどういったものを買いますか？,パソコンにインストール USB 長岡の言葉,4.4,-0.4,
1902M4003_058, そうですか，いいものが見つかるといいですね．,＊,3.8,-0.600000000000001,
1902M4003_059, ありがとうございました・・,ありがとうございます,4,0.2,
1902M4003_064, 旅行はどこに行ったことがありますか？,ありがとうフィリピンに行ったことあります,4.8,1.8,
1902M4003_065, 今までいった「旅行」で特におすすめの場所はありますか？,金額が安かったので,5.2,0.4,
1902M4003_066, その旅先で何かハプニングはありましたか!,＊,4.4,-0.8,
1902M4003_068, ほかには何か面白いことはありましたか？,あまりいい思い出はないです,2.2,-1.8,
1902M4003_069, そうなんですね。,＊,4,1.8,
1902M4003_070, その旅先で美味しい食べ物はたべましたか・・,＊,2.6,-1.4,
1902M4003_071, 本当ですか！,＊,3.4,0.8,
1902M4003_072, 「温泉」などリフレッシュするためにいきますか？,＊,4.8,1.4,
1902M4003_073, そうなんですね。,＊,4,-0.8,
1902M4003_074, 旅行に行くときはなにか目的はありますか？,海外に行った時は英語を勉強しに行きました,5,1,
1902M4003_075, すごいですね！,＊,4,-1,
1902M4003_076, 貴重な体験談をありがとうございました。,＊,4.4,0.4,
1902M4003_078, 最近スポーツはしましたか？,＊,3.2,-1,
1902M4003_079, スポーツはするほうが好きですか？それとも見るほうが好きですか？,無料動画,4,0.8,
1902M4003_080, 2024年にはオリンピックがパリで開催されるようですね。ご存じですか？,＊,4.2,0.2,
1902M4003_083, オリンピックは今までに見たことはありますか？,あまり見たことはないです,2.8,0.8,
1902M4003_084, パリで開催されるオリンピックを、見にいく予定はありますか？,＊,3.4,0.6,
1902M4003_085, そうなんですね。,＊,3.6,0.2,
1902M4003_086, そうですか。テレビでの観戦はなされるんですか？,＊,3.4,-0.2,
1902M4003_087, 競技はなにをご覧になりますか？,ちょっと分からないです,2.4,-1,
1902M4003_088, ありがとうございます。,＊,3.8,1.4,
1902M5001_009, 甘いものと、からいものどちらがお好きですか？,甘いものが好きです,4.8,0.8,
1902M5001_010, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,大体分かりますけどチョコケーキ菓子パンでも食べます特にチョコが好きかな,5.8,1,
1902M5001_011, 普段はどこでスイーツを買いますか？,コンビニ,4.6,-1.2,
1902M5001_012, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,中古,4.4,-0.199999999999999,
1902M5001_014, そうですね・・ぜひ参考にさせていただきます。,＊,4.8,-1.4,
1902M5001_016, 休日は家で過ごすほうが多いですか？外出することが多いですか？,＊,4.2,0.2,
1902M5001_017, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,私は子供にめちゃくちゃにされてます子供が遊べるとこいつかねそれからテレビ塔のパソコンが,5,0.8,
1902M5001_018, なるほど、そうなんですね。,＊,4.2,-0.8,
1902M5001_020, 最近見た映画はありますか？,最近は見たありますよなんとかなんとかなんとかなんとかフレディマーキュリーの映画最近見ていて結構好きだったのですね,5.8,1.6,
1902M5001_021, 洋画が好きなんですか，おすすめの洋画ってありますか？,おすすめの洋画おすすめはないですけども進めていうのはこの私徳島でそれでよかったですよ,4.2,-1.6,
1902M5001_022, それは一体どういった内容なんですか？,マカロンクイーンっていうグループのその訂正する前の段階から始まるんですけどフレディマーキュリーがま若い時からまくる結成してそしてマスターのし上がっていくストーリーなんですけどその中でフレディマーキュリーのママバイセクシャルで悩んでたこととかそれともなって悩みだったりなんですかね楽しかったですよ,5.4,1.2,
1902M5001_022, それは一体どういった内容なんですか？,マカロンクイーンっていうグループのその訂正する前の段階から始まるんですけどフレディマーキュリーがま若い時からまくる結成してそしてマスターのし上がっていくストーリーなんですけどその中でフレディマーキュリーのママバイセクシャルで悩んでたこととかそれともなって悩みだったりなんですかね楽しかったですよ,5.4,0,
1902M5001_023, なるほど、それは面白そうですね！私も観てみたいです！,ぜひぜひ,5.4,0,
1902M5001_024, 「映画館」か「テレビ」かどちらでよく映画をみますか？,犬の歯磨きテレビでも見ますね,4.6,-0.800000000000001,
1902M5001_025, 私の知りあいは、本当は映画館でみたいそうですが、いつもテレビの放送ですませてしまうと言っていました・・,＊,3.4,-1.2,
1902M5001_027, 最近音楽は聞きましたか？,最近音楽初期化されてますよね子供がパソコンで音楽鳴らしてるのでそれを受けてあまり好みじゃないですけどそれを聞かされてます,3.8,-0.4,
1902M5001_028, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,個人的なビートルズとかねローリングストーンズとか何か予定入った杭とか好きですけどね最近はもとより家族になろう仮面ライダーの歌とかねよくわからないと怒るとチョコレートっていう歌とかねなんかもしょっちゅう流れてるんでなんかちょっとでも覚え憶えてしまってねなんか口ずさんだりしてますね,5.2,1.4,
1902M5001_029, なるほど。,＊,4.2,-1,
1902M5001_030, 洋楽が好きなんですか。おすすめの歌手やきょくってありますか？,おすすめ娘は何歳これは困りましたね5分で結構最近の雨も知らないですけどねごめんなさい,3.2,-1,
1902M5001_031, ありがとうございました・・,＊,4,0.8,
1902M5001_033, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,音のしないです,3,-1.2,
1902M5001_034, 「エスエヌエス」を利用して、何か面白かったことはありますか・・,利用しないのでいいですね産まないでしょう,2,-1,
1902M5001_035, なるほど、そうなんですね。,＊,3.2,1.2,
1902M5001_036, ショッピングで「アマゾン」などはよく利用しますか？,＊,5.6,2.4,
1902M5001_037, 使い心地はどうですか？,いいですね次の行きますんで,6.4,0.800000000000001,
1902M5001_038, 具体的にどういったものを買いますか？,どういったの本当に色々ありますけどね最近は何時になってます,5.4,-1,
1902M5001_039, なるほど、そうなんですね。,＊,3.6,-1.8,
1902M5001_041, 学生時代で、楽しかったエピソードを教えてください・・,めっちゃパンツけどね思い出せないんだよねマリオマリオの声,4,-0.2,
1902M5001_042, 最近、学校にはいきましたか？,＊,3,-1,
1902M5001_043, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？,PTA は参加したことがないです,3.2,0.2,
1902M5001_044, なるほど。,＊,4,0.8,
1902M5001_045, 運動会や、学芸会などのイベントで面白かった体験はありますか？,学芸会や運動会行ったんでしょう思い出せないとねごめんごめんなさいごめんね,3.8,-0.2,
1902M5001_046, ありがとうございました・・,＊,4.2,0.4,
1902M5001_048, 数年前からスペインの「バルセロナ」は人気の観光スポットですが、ご存知ですか？,＊,4.6,0.4,
1902M5001_049, 先日、旅行にいったしりあいが、サグラダファミリア教会は「見ると感動する」と言っていました。そのほかグエル公園なども人気で、ほかには美術館もたくさんあって、「ピカソ」や「ミロ」もあるそうです・・,＊,4,-0.6,
1902M5001_050, さいきん旅行には行きましたか？,最近は旅行ですけどちょっとやっぱり行ってますね夏だったら海とかね飲みに行ったりでも山に山は何京都ば行きますよ,4.6,0.6,
1902M5001_051, 今までいった「旅行」で特におすすめの場所はありますか？,日本ではそうですねあのー竹野浜っていうのはねすごく綺麗だし後はお勧めですね,5.6,1,
1902M5001_053, その旅先で美味しい食べ物はたべましたか・・,お問い合わせの意味海鮮料理も食べましたしもうそこでパソコンを磨いてだったらそうですねその後だったからさせるもの本当ねぼたん鍋のところがあるんですけど遅くなのは惜しかったですねちょっと名前忘れちゃったですけどおすすめなんですけど名前は忘れました,5,1,
1902M5001_058, なるほど、そうなんですね。,＊,4.2,-1,
1902M5001_059, ありがとうございました・・,＊,4.2,0,
1902M5002_009, 甘いものと、からいものどちらがお好きですか？,散らかってるから,5.2,1.2,
1902M5002_010, からい食べものとはどんな食べものが好きですか？,唐辛子,5.2,0,
1902M5002_011, それは「最近」食べられたんですか？,＊,4.8,-0.4,
1902M5002_012, 具体的には何ですか？,香辛料です,4.6,-0.2,
1902M5002_013, もう少し詳しく教えていただいていいですか。,食べ物にかけてもっと辛くするもので,5.2,0.600000000000001,
1902M5002_014, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,ヌマクローその君と一緒だよね,5.8,0.6,
1902M5002_015, なるほど、そうなんですね。,＊,4,-1.8,
1902M5002_016, お友達とランチに行ったりしますか？,しまじろう,4.8,0.8,
1902M5002_017, どんなところに行きますか？和食ですか洋食ですか？,色々ですけどお昼は洋食が多いですね,5.2,0.4,
1902M5002_018, 具体的にはどういったものですか？,ハンバーグとかカレーライスとか,5.4,0.2,
1902M5002_019, なるほど、それは美味しそうですね・・,はい嬉しいです,4.6,-0.800000000000001,
1902M5002_020, たくさんおしゃべりをすると、楽しくて、ストレスが発散できるようですね。,そうですね,3.8,-0.8,
1902M5002_021, ありがとうございました・・,いいえ,4.2,0.4,
1902M5002_024, 休日は家で過ごすほうが多いですか？外出することが多いですか？,頭痛が多いですね,4.8,0.8,
1902M5002_025, そとで過ごすときはスポーツをしたりしますか・・,ゴルフをします,5.4,0.600000000000001,
1902M5002_026, スポーツはよくするんですか？,得するということはしないかな,4.4,-1,
1902M5002_027, 健康のため、とか、リフレッシュするため、とかですか？,そうですねウォーキングとかする,5.2,0.8,
1902M5002_028, まだまだ寒いので、体を動かして温まりたいですよね。,気持ちいいですよ,5.2,0,
1902M5002_029, 健康のために、気をつけていることはありますか？,暴飲暴食,5.6,0.4,
1902M5002_030, ありがとうございます。参考にさせていただきます。,はい,3.8,-1.8,
1902M5002_031, 2024年にはオリンピックがパリで開催されるようですね。ご存じですか？,帰ってますよ,4.8,1,
1902M5002_032, 1924年以来100年ぶりのパリでのオリンピック開催らしいです。,10代ですね,4.8,0,
1902M5002_033, オリンピックは今までに見たことはありますか？,テレビを見ますよ,5.2,0.4,
1902M5002_034, 競技はなにをご覧になりますか？,柔道体操色々,5.2,0,
1902M5002_035, いいですね。テレビ観戦も楽しそうですね！,寝不足になる,5.6,0.4,
